"id","round_number","participant_id","article","main_article_stable_id","main_article_title","main_topic","rec0_stable_id","rec0_title","rec0_likelihood","rec0_preference_fit","rec0_constructive","rec0_understandable","rec0_trustworthy","rec0_relevant","rec1_stable_id","rec1_title","rec1_likelihood","rec1_preference_fit","rec1_constructive","rec1_understandable","rec1_trustworthy","rec1_relevant","rec0_topic","rec1_topic","rec0_label_text","rec1_label_text","label_understandable","label_useful","label_influenced","label_attention","label_more","rb_attention_check","selected_rec_stable_id","selected_rec_title","selected_rec_pos","changing_label_rec_pos"
87,2,44,"{""main_article_id"": 42, ""main_article_stable_id"": ""147262"", ""main_article_title"": ""Red Wings in first place after 20 games: What's worked, what questions remain"", ""selected_recommendation_id"": 48, ""selected_recommendation_stable_id"": ""129977"", ""selected_recommendation_title"": ""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [48, 5], ""recommendations_labels"": {""48"": ""You might also like this article:"", ""5"": ""This article is recommended by 82% of readers your age in your region:""}, ""recommendations_stable_ids"": [""129977"", ""141298""], ""recommendations_titles"": [""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""Atlanta families step up to save dogs during overcrowding crisis at local shelters""], ""ratings"": {""likelihood_48"": ""4"", ""preference_fit_48"": ""4"", ""constructive_48"": """", ""understandable_48"": """", ""trustworthy_48"": """", ""relevant_48"": """", ""likelihood_5"": ""3"", ""preference_fit_5"": ""3"", ""constructive_5"": ""4"", ""understandable_5"": ""4"", ""trustworthy_5"": ""4"", ""relevant_5"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",147262,"Red Wings in first place after 20 games: What's worked, what questions remain","Sports",129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move",4,4,NA,NA,NA,NA,141298,"Atlanta families step up to save dogs during overcrowding crisis at local shelters",3,3,4,4,4,4,"Sports","Lifestyle","You might also like this article:","This article is recommended by 82% of readers your age in your region:",4,4,3,3,3,1,129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move",0,1
88,1,43,"{""main_article_id"": 64, ""main_article_stable_id"": ""139293"", ""main_article_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_id"": 51, ""selected_recommendation_stable_id"": ""136187"", ""selected_recommendation_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [51, 19], ""recommendations_labels"": {""19"": ""This article breaks the topic into key points without unnecessary details:"", ""51"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""136187"", ""143626""], ""recommendations_titles"": [""Alaska sued over aerial hunting of bears to protect caribou"", ""New initiative aimed at preventing youth crime""], ""ratings"": {""likelihood_51"": ""2"", ""preference_fit_51"": ""2"", ""constructive_51"": """", ""understandable_51"": """", ""trustworthy_51"": """", ""relevant_51"": """", ""likelihood_19"": ""2"", ""preference_fit_19"": ""2"", ""constructive_19"": ""2"", ""understandable_19"": ""3"", ""trustworthy_19"": ""3"", ""relevant_19"": ""4"", ""label_understandable"": ""3"", ""label_useful"": ""4"", ""label_influenced"": ""1"", ""label_attention"": ""1"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City","Politics",136187,"Alaska sued over aerial hunting of bears to protect caribou",2,2,NA,NA,NA,NA,143626,"New initiative aimed at preventing youth crime",2,2,2,3,3,4,"Politics","Crime","You might also like this article:","This article breaks the topic into key points without unnecessary details:",3,4,1,1,4,NA,136187,"Alaska sued over aerial hunting of bears to protect caribou",0,1
89,1,45,"{""main_article_id"": 16, ""main_article_stable_id"": ""142537"", ""main_article_title"": ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic"", ""selected_recommendation_id"": 47, ""selected_recommendation_stable_id"": ""129659"", ""selected_recommendation_title"": ""\u2018Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [47, 52], ""recommendations_labels"": {""47"": ""You might also like this article:"", ""52"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""129659"", ""130470""], ""recommendations_titles"": [""\u2018Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win"", ""Sacramento launches new effort to help local musicians make money""], ""ratings"": {""likelihood_47"": ""3"", ""preference_fit_47"": ""4"", ""constructive_47"": """", ""understandable_47"": """", ""trustworthy_47"": """", ""relevant_47"": """", ""likelihood_52"": ""1"", ""preference_fit_52"": ""2"", ""constructive_52"": ""3"", ""understandable_52"": ""4"", ""trustworthy_52"": ""4"", ""relevant_52"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""2"", ""label_influenced"": ""1"", ""label_attention"": ""2"", ""label_more"": ""2"", ""rb_attention_check"": """"}}",142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic","Sports",129659,"‘Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win",3,4,NA,NA,NA,NA,130470,"Sacramento launches new effort to help local musicians make money",1,2,3,4,4,2,"Sports","Entertainment","You might also like this article:","You might also like this article:",4,2,1,2,2,NA,129659,"‘Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win",0,1
90,2,45,"{""main_article_id"": 66, ""main_article_stable_id"": ""139942"", ""main_article_title"": ""F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make \u2018a splash again'"", ""selected_recommendation_id"": 18, ""selected_recommendation_stable_id"": ""143388"", ""selected_recommendation_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [27, 18], ""recommendations_labels"": {""18"": ""This article's content focuses on solutions and constructive ways forward:"", ""27"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""144624"", ""143388""], ""recommendations_titles"": [""Will life insurance be worth it for seniors in 2026?"", ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.""], ""ratings"": {""likelihood_27"": ""3"", ""preference_fit_27"": ""4"", ""constructive_27"": """", ""understandable_27"": """", ""trustworthy_27"": """", ""relevant_27"": """", ""likelihood_18"": ""4"", ""preference_fit_18"": ""4"", ""constructive_18"": ""4"", ""understandable_18"": ""3"", ""trustworthy_18"": ""4"", ""relevant_18"": ""5"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""5"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",139942,"F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make ‘a splash again'","Finance",144624,"Will life insurance be worth it for seniors in 2026?",3,4,NA,NA,NA,NA,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",4,4,4,3,4,5,"Finance","Politics","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",4,4,2,5,4,1,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",1,1
91,1,46,"{""main_article_id"": 29, ""main_article_stable_id"": ""144778"", ""main_article_title"": ""Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping"", ""selected_recommendation_id"": 63, ""selected_recommendation_stable_id"": ""133123"", ""selected_recommendation_title"": ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [13, 63], ""recommendations_labels"": {""13"": ""This article is recommended by 82% of readers your age in your region:"", ""63"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""141489"", ""133123""], ""recommendations_titles"": [""Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why."", ""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket""], ""ratings"": {""likelihood_13"": ""5"", ""preference_fit_13"": ""4"", ""constructive_13"": ""5"", ""understandable_13"": ""4"", ""trustworthy_13"": ""4"", ""relevant_13"": ""4"", ""likelihood_63"": ""5"", ""preference_fit_63"": ""5"", ""constructive_63"": """", ""understandable_63"": """", ""trustworthy_63"": """", ""relevant_63"": """", ""label_understandable"": ""2"", ""label_useful"": ""2"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",144778,"Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping","Tech",141489,"Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why.",5,4,5,4,4,4,133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",5,5,NA,NA,NA,NA,"Personal Health","Tech","This article is recommended by 82% of readers your age in your region:","You might also like this article:",2,2,2,2,3,NA,133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",1,0
92,2,43,"{""main_article_id"": 48, ""main_article_stable_id"": ""129977"", ""main_article_title"": ""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""selected_recommendation_id"": 53, ""selected_recommendation_stable_id"": ""130586"", ""selected_recommendation_title"": ""Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [16, 53], ""recommendations_labels"": {""16"": ""You might also like this article:"", ""53"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""142537"", ""130586""], ""recommendations_titles"": [""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic"", ""Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power""], ""ratings"": {""likelihood_16"": ""1"", ""preference_fit_16"": ""2"", ""constructive_16"": """", ""understandable_16"": """", ""trustworthy_16"": """", ""relevant_16"": """", ""likelihood_53"": ""2"", ""preference_fit_53"": ""4"", ""constructive_53"": ""4"", ""understandable_53"": ""2"", ""trustworthy_53"": ""4"", ""relevant_53"": ""3"", ""label_understandable"": ""2"", ""label_useful"": ""1"", ""label_influenced"": ""1"", ""label_attention"": ""2"", ""label_more"": ""2"", ""rb_attention_check"": ""1""}}",129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move","Sports",142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",1,2,NA,NA,NA,NA,130586,"Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power",2,4,4,2,4,3,"Sports","Lifestyle","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",2,1,1,2,2,1,130586,"Glass Skin and Snail Mucin: South Korea's Journey to Global Beauty Power",1,1
93,1,47,"{""main_article_id"": 49, ""main_article_stable_id"": ""131667"", ""main_article_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_id"": 64, ""selected_recommendation_stable_id"": ""139293"", ""selected_recommendation_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [65, 64], ""recommendations_labels"": {""64"": ""You might also like this article:"", ""65"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""139836"", ""139293""], ""recommendations_titles"": [""Hitting retirement age in 2026? This Social Security change could impact you."", ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City""], ""ratings"": {""likelihood_65"": ""1"", ""preference_fit_65"": ""1"", ""constructive_65"": ""2"", ""understandable_65"": ""4"", ""trustworthy_65"": ""3"", ""relevant_65"": ""1"", ""likelihood_64"": ""2"", ""preference_fit_64"": ""4"", ""constructive_64"": """", ""understandable_64"": """", ""trustworthy_64"": """", ""relevant_64"": """", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations","Politics",139836,"Hitting retirement age in 2026? This Social Security change could impact you.",1,1,2,4,3,1,139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",2,4,NA,NA,NA,NA,"Finance","Politics","This article is trending right now:","You might also like this article:",4,3,2,2,3,NA,139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",1,0
94,2,46,"{""main_article_id"": 64, ""main_article_stable_id"": ""139293"", ""main_article_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_id"": 18, ""selected_recommendation_stable_id"": ""143388"", ""selected_recommendation_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [66, 18], ""recommendations_labels"": {""18"": ""You might also like this article:"", ""66"": ""This article breaks the topic into key points without unnecessary details:""}, ""recommendations_stable_ids"": [""139942"", ""143388""], ""recommendations_titles"": [""F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make \u2018a splash again'"", ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.""], ""ratings"": {""likelihood_66"": ""1"", ""preference_fit_66"": ""1"", ""constructive_66"": ""2"", ""understandable_66"": ""4"", ""trustworthy_66"": ""3"", ""relevant_66"": ""1"", ""likelihood_18"": ""5"", ""preference_fit_18"": ""5"", ""constructive_18"": """", ""understandable_18"": """", ""trustworthy_18"": """", ""relevant_18"": """", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""4"", ""label_attention"": ""2"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City","Politics",139942,"F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make ‘a splash again'",1,1,2,4,3,1,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",5,5,NA,NA,NA,NA,"Finance","Politics","This article breaks the topic into key points without unnecessary details:","You might also like this article:",4,3,4,2,3,1,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",1,0
95,2,47,"{""main_article_id"": 17, ""main_article_stable_id"": ""142917"", ""main_article_title"": ""Born with cerebral palsy, a Haverford woman shares her story of resilience in new book"", ""selected_recommendation_id"": 45, ""selected_recommendation_stable_id"": ""148260"", ""selected_recommendation_title"": ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [50, 45], ""recommendations_labels"": {""45"": ""You might also like this article:"", ""50"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""130049"", ""148260""], ""recommendations_titles"": [""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving""], ""ratings"": {""likelihood_50"": ""2"", ""preference_fit_50"": ""2"", ""constructive_50"": ""4"", ""understandable_50"": ""4"", ""trustworthy_50"": ""3"", ""relevant_50"": ""3"", ""likelihood_45"": ""3"", ""preference_fit_45"": ""4"", ""constructive_45"": """", ""understandable_45"": """", ""trustworthy_45"": """", ""relevant_45"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""2"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",142917,"Born with cerebral palsy, a Haverford woman shares her story of resilience in new book","Entertainment",130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",2,2,4,4,3,3,148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving",3,4,NA,NA,NA,NA,"Sports","Entertainment","You might also like this article:","You might also like this article:",4,4,3,2,4,1,148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving",1,0
96,1,48,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 2, ""selected_recommendation_stable_id"": ""141087"", ""selected_recommendation_title"": ""Cash vouchers for newlyweds as China tries to boost marriages"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [49, 2], ""recommendations_labels"": {""2"": ""This article is recommended by 82% of readers your age in your region:"", ""49"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""131667"", ""141087""], ""recommendations_titles"": [""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""Cash vouchers for newlyweds as China tries to boost marriages""], ""ratings"": {""likelihood_49"": ""3"", ""preference_fit_49"": ""3"", ""constructive_49"": """", ""understandable_49"": """", ""trustworthy_49"": """", ""relevant_49"": """", ""likelihood_2"": ""2"", ""preference_fit_2"": ""3"", ""constructive_2"": ""4"", ""understandable_2"": ""4"", ""trustworthy_2"": ""3"", ""relevant_2"": ""4"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",3,3,NA,NA,NA,NA,141087,"Cash vouchers for newlyweds as China tries to boost marriages",2,3,4,4,3,4,"Politics","International","You might also like this article:","This article is recommended by 82% of readers your age in your region:",5,5,4,4,4,NA,141087,"Cash vouchers for newlyweds as China tries to boost marriages",1,1
97,1,49,"{""main_article_id"": 25, ""main_article_stable_id"": ""144230"", ""main_article_title"": ""To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace"", ""selected_recommendation_id"": 41, ""selected_recommendation_stable_id"": ""145756"", ""selected_recommendation_title"": ""Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [41, 55], ""recommendations_labels"": {""41"": ""You might also like this article:"", ""55"": ""This article breaks the topic into key points without unnecessary details:""}, ""recommendations_stable_ids"": [""145756"", ""128859""], ""recommendations_titles"": [""Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates"", ""Sports card shops are evolving \u2014 thanks in part to a Greek import""], ""ratings"": {""likelihood_41"": ""4"", ""preference_fit_41"": ""4"", ""constructive_41"": """", ""understandable_41"": """", ""trustworthy_41"": """", ""relevant_41"": """", ""likelihood_55"": ""1"", ""preference_fit_55"": ""2"", ""constructive_55"": ""3"", ""understandable_55"": ""3"", ""trustworthy_55"": ""2"", ""relevant_55"": ""1"", ""label_understandable"": ""3"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""1"", ""rb_attention_check"": """"}}",144230,"To Meld A.I. With Supercomputers, National Labs Are Picking Up the Pace","Tech",145756,"Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates",4,4,NA,NA,NA,NA,128859,"Sports card shops are evolving — thanks in part to a Greek import",1,2,3,3,2,1,"Tech","Lifestyle","You might also like this article:","This article breaks the topic into key points without unnecessary details:",3,4,2,2,1,NA,145756,"Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates",0,1
98,1,50,"{""main_article_id"": 29, ""main_article_stable_id"": ""144778"", ""main_article_title"": ""Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping"", ""selected_recommendation_id"": 41, ""selected_recommendation_stable_id"": ""145756"", ""selected_recommendation_title"": ""Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [41, 52], ""recommendations_labels"": {""41"": ""You might also like this article:"", ""52"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""145756"", ""130470""], ""recommendations_titles"": [""Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates"", ""Sacramento launches new effort to help local musicians make money""], ""ratings"": {""likelihood_41"": ""4"", ""preference_fit_41"": ""5"", ""constructive_41"": """", ""understandable_41"": """", ""trustworthy_41"": """", ""relevant_41"": """", ""likelihood_52"": ""2"", ""preference_fit_52"": ""3"", ""constructive_52"": ""3"", ""understandable_52"": ""4"", ""trustworthy_52"": ""4"", ""relevant_52"": ""1"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""1"", ""label_more"": ""1"", ""rb_attention_check"": """"}}",144778,"Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping","Tech",145756,"Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates",4,5,NA,NA,NA,NA,130470,"Sacramento launches new effort to help local musicians make money",2,3,3,4,4,1,"Tech","Entertainment","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",4,4,2,1,1,NA,145756,"Amazon's Zoox robotaxis service to give free rides in San Francisco as its expansion accelerates",0,1
99,2,50,"{""main_article_id"": 27, ""main_article_stable_id"": ""144624"", ""main_article_title"": ""Will life insurance be worth it for seniors in 2026?"", ""selected_recommendation_id"": 26, ""selected_recommendation_stable_id"": ""144442"", ""selected_recommendation_title"": ""Chile's SQM quarterly profit rises as lithium prices rebound"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [26, 37], ""recommendations_labels"": {""26"": ""You might also like this article:"", ""37"": ""This article is recommended by 82% of readers your age in your region:""}, ""recommendations_stable_ids"": [""144442"", ""146239""], ""recommendations_titles"": [""Chile's SQM quarterly profit rises as lithium prices rebound"", ""Screenings Could Save Four Times as Many People From Lung Cancer""], ""ratings"": {""likelihood_26"": ""5"", ""preference_fit_26"": ""5"", ""constructive_26"": """", ""understandable_26"": """", ""trustworthy_26"": """", ""relevant_26"": """", ""likelihood_37"": ""1"", ""preference_fit_37"": ""2"", ""constructive_37"": ""3"", ""understandable_37"": ""3"", ""trustworthy_37"": ""2"", ""relevant_37"": ""1"", ""label_understandable"": ""3"", ""label_useful"": ""2"", ""label_influenced"": ""2"", ""label_attention"": ""1"", ""label_more"": ""1"", ""rb_attention_check"": ""1""}}",144624,"Will life insurance be worth it for seniors in 2026?","Finance",144442,"Chile's SQM quarterly profit rises as lithium prices rebound",5,5,NA,NA,NA,NA,146239,"Screenings Could Save Four Times as Many People From Lung Cancer",1,2,3,3,2,1,"Finance","Public Health","You might also like this article:","This article is recommended by 82% of readers your age in your region:",3,2,2,1,1,1,144442,"Chile's SQM quarterly profit rises as lithium prices rebound",0,1
100,2,48,"{""main_article_id"": 40, ""main_article_stable_id"": ""146596"", ""main_article_title"": ""She cares for her aging parents full time. That requires taking care of herself, too"", ""selected_recommendation_id"": 14, ""selected_recommendation_stable_id"": ""141456"", ""selected_recommendation_title"": ""Can SAD Lamps Help With Seasonal Depression?"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [14, 52], ""recommendations_labels"": {""14"": ""You might also like this article:"", ""52"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""141456"", ""130470""], ""recommendations_titles"": [""Can SAD Lamps Help With Seasonal Depression?"", ""Sacramento launches new effort to help local musicians make money""], ""ratings"": {""likelihood_14"": ""4"", ""preference_fit_14"": ""4"", ""constructive_14"": """", ""understandable_14"": """", ""trustworthy_14"": """", ""relevant_14"": """", ""likelihood_52"": ""4"", ""preference_fit_52"": ""4"", ""constructive_52"": ""4"", ""understandable_52"": ""5"", ""trustworthy_52"": ""4"", ""relevant_52"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""5"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",146596,"She cares for her aging parents full time. That requires taking care of herself, too","Personal Health",141456,"Can SAD Lamps Help With Seasonal Depression?",4,4,NA,NA,NA,NA,130470,"Sacramento launches new effort to help local musicians make money",4,4,4,5,4,4,"Personal Health","Entertainment","You might also like this article:","This article is trending right now:",4,5,4,4,4,1,141456,"Can SAD Lamps Help With Seasonal Depression?",0,1
101,2,49,"{""main_article_id"": 58, ""main_article_stable_id"": ""131266"", ""main_article_title"": ""EU agrees to relax green rules in farming subsidy reform"", ""selected_recommendation_id"": 67, ""selected_recommendation_stable_id"": ""139775"", ""selected_recommendation_title"": ""EU options to finance Ukraine in 2026\u20132027"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [66, 67], ""recommendations_labels"": {""66"": ""This article is recommended by 82% of readers your age in your region:"", ""67"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""139942"", ""139775""], ""recommendations_titles"": [""F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make \u2018a splash again'"", ""EU options to finance Ukraine in 2026\u20132027""], ""ratings"": {""likelihood_66"": ""4"", ""preference_fit_66"": ""4"", ""constructive_66"": ""3"", ""understandable_66"": ""3"", ""trustworthy_66"": ""3"", ""relevant_66"": ""1"", ""likelihood_67"": ""4"", ""preference_fit_67"": ""4"", ""constructive_67"": """", ""understandable_67"": """", ""trustworthy_67"": """", ""relevant_67"": """", ""label_understandable"": ""3"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",131266,"EU agrees to relax green rules in farming subsidy reform","International",139942,"F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make ‘a splash again'",4,4,3,3,3,1,139775,"EU options to finance Ukraine in 2026–2027",4,4,NA,NA,NA,NA,"Finance","International","This article is recommended by 82% of readers your age in your region:","You might also like this article:",3,4,3,4,4,1,139775,"EU options to finance Ukraine in 2026–2027",1,0
102,1,51,"{""main_article_id"": 48, ""main_article_stable_id"": ""129977"", ""main_article_title"": ""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""selected_recommendation_id"": 50, ""selected_recommendation_stable_id"": ""130049"", ""selected_recommendation_title"": ""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [50, 54], ""recommendations_labels"": {""50"": ""You might also like this article:"", ""54"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""130049"", ""128849""], ""recommendations_titles"": [""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""How the Ross Park Mall is thriving in a landscape of dying malls""], ""ratings"": {""likelihood_50"": ""5"", ""preference_fit_50"": ""5"", ""constructive_50"": """", ""understandable_50"": """", ""trustworthy_50"": """", ""relevant_50"": """", ""likelihood_54"": ""2"", ""preference_fit_54"": ""5"", ""constructive_54"": ""5"", ""understandable_54"": ""5"", ""trustworthy_54"": ""5"", ""relevant_54"": ""5"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move","Sports",130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",5,5,NA,NA,NA,NA,128849,"How the Ross Park Mall is thriving in a landscape of dying malls",2,5,5,5,5,5,"Sports","Lifestyle","You might also like this article:","This article is trending right now:",5,5,5,5,5,NA,130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",0,1
